depth_max,largest_force_drop_size,curve_first_quarter_slope,force_mean,rsquared,filenames,marions_ylabels,popcorn,distances
-0.0452626389883938,-0.41328322663818784,-0.589955194944098,-1.3425127276445858,-1.6063172410584639,WS23_L3_T1_P_23.csv,LS,False,389.0
-0.3785468746201808,-0.6801357999869534,0.017440782545044796,0.8981958977656698,0.8059757116234618,WS23_L2_T1_P_10.csv,ES-D,,75.0
1.725125345187151,0.36803455716747174,-0.533409060833412,-0.9029317606784528,0.2919666636168489,WS23_L3_T1_P_19.csv,ES-S-Plates,False,357.0
-0.5302635673073672,-0.7334505663682727,-0.43427251858313665,-0.39903557261834877,0.22902880363827818,WS25_Aug5_Loc1A_T1_F10_0958.csv,,,
-0.4666475558214865,0.5878840158171253,0.15141490152739764,-0.283419920865849,-3.03767597651247,WS25_Aug6_Loc1A_T1_F22_0653.csv,,,
-0.5415416665989481,-0.7128868920989376,-0.5846500361551843,-1.3748138656140325,-1.6186346417188042,WS23_L1_T1_P_21.csv,,,
-0.09263006761598445,3.168984786894248,0.3646981415330136,0.4596196329523482,-2.9202007727474872,WS23_L2_T2_P_1.csv,,,4.0
-1.0646854297464337,-0.8295778513295029,-0.5289675860433888,-0.06362826483510775,0.3073380702309636,WS23_L2_T1_P_12.csv,ES-S,,88.0
-0.8045227589619536,-0.9492358229283173,0.18952417584774722,0.9540645180377739,0.5859628422234605,WS25_Aug6_Loc1A_T1_F19_0629.csv,,,
0.8612011687647417,1.1127226859453208,-0.4104847173392367,-0.2410378349599585,-0.10785492919393691,WS23_L2_T2_P_2.csv,,,11.0
2.60845926729264,2.7148542392012875,-0.5962627751574283,-1.4981845526659743,-4.3228008686359365,WS23_L2_T1_P_8.csv,ES-DB,,67.0
2.042505210199347,-0.5899802099222796,-0.6214975898231081,-1.4202304219080144,0.2635457107973948,WS23_L2_T1_P_6.csv,ES-D,,24.0
-1.4948889464559891,0.12494753979336105,3.7796101372552435,0.9494126812061721,0.5170572805240079,WS25_Aug5_Loc1A_T1_F28_1101.csv,,,
0.8502231519376969,2.2354083530621325,-0.6293875906698234,-0.833120755432225,-0.6128488711131882,WS23_L3_T1_P_7.csv,ES-B,True,160.0
-0.10296967370967972,-0.17345309211297155,-0.32522832903193133,0.14795999594777964,0.7748905748113294,WS23_L2_T2_P_0.csv,,,0.0
-1.2002932838602571,-1.0062417496933929,0.48348844938287056,1.002288612093513,0.7626323565659421,WS23_L1_T1_P_11.csv,,,90.0
1.893127395544471,-0.36377112064444755,-0.6282488942546823,-1.5081065244939689,0.7193496852436548,WS23_L3_T1_P_29.csv,,,
0.36205958980146963,0.6693114160344709,-0.3319692792773554,-0.4181469648325841,-0.38643887004440464,WS25_Aug5_Loc1A_T1_F25_1058.csv,,,
0.5598065789581634,1.603887640754795,-0.3123002326178012,0.2963035763297012,0.02744860747186354,WS23_L3_T1_P_32.csv,,,
1.3520404662096195,0.97598582193826,-0.5709941402408892,-0.14131234722644653,-0.12091384926747702,WS25_Aug5_Loc1A_T1_F1_0918.csv,,,
-0.5330716919386058,0.516626038457817,0.2418673307218714,1.7332148320531942,0.680492361441896,WS23_L3_T1_P_17.csv,ES,False,318.0
-0.6906620575710267,-0.689251077371221,0.11735906123714712,1.1271085293607388,0.8683817688692808,WS23_L3_T1_P_12.csv,F,False,253.0
0.8719806016079099,1.511070140820454,-0.23986772073923113,0.268868231748576,-0.49089078339541337,WS23_L2_T2_P_4.csv,,,27.0
-0.6858945709655861,-0.786820007267689,-0.2855734030650343,-0.10472809416287396,0.11033179686881917,WS23_L3_T1_P_20.csv,LS/F,False,363.0
-1.4174367797677472,-1.0062417496933929,1.4709358785762228,0.9795642575618998,0.8553248856612424,WS23_L1_T1_P_20.csv,,,
-1.419996306671021,-0.9727816281295019,3.3415019543245483,2.2547935559855365,0.8030223228209838,WS23_L3_T1_P_22.csv,ES,False,384.0
0.09745452174811849,0.4283954310945508,-0.516548041465318,0.13314408336926087,0.7461643770299421,WS23_L1_T1_P_12.csv,,,93.0
-0.5162626609480352,-0.5952868239263706,-0.2819560190180171,-0.007510095740752806,0.3819985083703793,WS25_Aug5_Loc1A_T1_F9_0957.csv,,,
-0.664491630481408,2.09410347950123,0.4920535785897828,0.35521810063108356,-2.042314184621087,WS23_L3_T1_P_21.csv,ES,False,369.0
