curve_overall_slope,depth_max,force_max,num_peaks,largest_force_drop_size,largest_force_drop_dep,largest_force_drop_res,curve_shape,curve_first_quarter_slope,curve_second_quarter_slope,curve_third_quarter_slope,curve_fourth_quarter_slope,force_quartile_1,force_quartile_2,force_quartile_3,force_variance,force_mean,force_skew,force_kurtosis,rsquared
0.9279066240358357,-0.5959052870350349,0.42075814972031284,-0.295423864417328,-0.3725717039376576,-0.3268023669626207,0.19091159494175217,0.07278234737692087,0.7401529872128169,0.8210475575415609,1.0,0.5734796607215494,0.10826424603918809,0.27420825043209146,0.5165337559589568,0.6012989808142547,0.3928654491098468,-0.12970012866098501,-0.31020886016620647,0.3485897976706889
0.6854130776862029,-0.5850793692033773,0.48771491264961725,-0.21484520018703623,-0.2050451128170201,-0.438594048956343,-0.10602740485973804,-0.2139732524987682,0.3786801993076677,0.4987427802181301,0.5734796607215494,1.0,0.013318923140146802,0.06983735069705645,0.15999686554406517,0.3817178271856872,0.17426781637451538,0.23902623926079059,0.12155267272014737,-0.0289456715640947
0.2851189457625475,-0.3464053240591334,0.4721321336322296,-0.15597677185494094,-0.05313402521986287,-0.10071543990723478,0.4782595546265742,0.6310187239454202,0.5740582760887541,0.2743746572213754,0.10826424603918809,0.013318923140146802,1.0,0.8563944014789565,0.6141964005109726,0.21010548923303216,0.817179991360487,-0.6413214192233836,0.10098623222676684,0.05710891504227112
0.4452007069999332,-0.5026823525810407,0.632894602824855,-0.3590008207925535,-0.22605707527037056,-0.0992499320603181,0.589443684474701,0.6093553189187358,0.6233778635759469,0.5350446777274905,0.27420825043209146,0.06983735069705645,0.8563944014789565,1.0,0.8495656051808131,0.5320371823115412,0.9522203515657043,-0.7076326924468281,-0.2131992915882678,0.34256210614326355
0.5513389082630097,-0.6026163251658377,0.7941927436190256,-0.46549865049352485,-0.30171496138077397,-0.1331525537211066,0.5874299256216754,0.4242322400158739,0.5846694672127468,0.5815937816273525,0.5165337559589568,0.15999686554406517,0.6141964005109726,0.8495656051808131,1.0,0.8450420666513774,0.9437364438618477,-0.5850405244778,-0.4475283292068153,0.5075329147475995
0.5721836760851066,-0.6223666512466827,0.8365014553749314,-0.47372110263836237,-0.34758818031198147,-0.24841763890468646,0.36634363261275144,0.033948611498602295,0.4145038092649825,0.5427036210965273,0.6012989808142547,0.3817178271856872,0.21010548923303216,0.5320371823115412,0.8450420666513774,1.0,0.700540522423439,-0.21614209534096587,-0.4386670426260214,0.45782856678482675
0.5122873050113634,-0.5946811409634899,0.7921675638771677,-0.41632928472231734,-0.23768156458123058,-0.16303815488753612,0.5954944764274008,0.5081058953704422,0.6326483220041562,0.5331332471248695,0.3928654491098468,0.17426781637451538,0.817179991360487,0.9522203515657043,0.9437364438618477,0.700540522423439,1.0,-0.6273131524054852,-0.25318776637804813,0.36834606282940174
-0.18773259478899684,0.10651232873296522,-0.1282764484128424,0.09808986259478288,0.13360534714165653,-0.19604320074314308,-0.47446430652770877,-0.8458445381629636,-0.3638264816336251,-0.32666280149454785,-0.12970012866098501,0.23902623926079059,-0.6413214192233836,-0.7076326924468281,-0.5850405244778,-0.21614209534096587,-0.6273131524054852,1.0,0.344149260438426,-0.3607516210269884
-0.21044077277841333,0.11947634124493459,-0.09341351197255113,0.26121648978278866,0.272804959151083,-0.13174356483488311,-0.23720962428953715,-0.21406348061685238,-0.12854847143521758,-0.3309425036741433,-0.31020886016620647,0.12155267272014737,0.10098623222676684,-0.2131992915882678,-0.4475283292068153,-0.4386670426260214,-0.25318776637804813,0.344149260438426,1.0,-0.7355962571536155
0.2949526748247622,-0.2759898952328066,0.22209055731027602,-0.49207740921374726,-0.6952116394768278,0.1779673910126181,0.27039310372518155,0.23419677650541806,0.2144166026577247,0.41630397357751125,0.3485897976706889,-0.0289456715640947,0.05710891504227112,0.34256210614326355,0.5075329147475995,0.45782856678482675,0.36834606282940174,-0.3607516210269884,-0.7355962571536155,1.0
